Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Exam_Score,PI_High,PI_Low,AtR_High,AtR_Low
10,63,34,0,20,0,1,0,0
15,56,48,0,21,0,1,1,0
12,45,40,2,11,1,0,0,0
11,45,39,0,18,0,0,0,1
8,50,40,0,25,0,0,1,0
8,50,65,0,19,0,1,0,0
4,34,26,1,14,0,1,0,0
7,51,23,0,29,0,1,0,0
12,36,42,1,25,0,0,1,0
6,61,51,1,19,0,1,0,1
15,48,36,1,31,0,1,0,1
11,44,51,0,13,0,0,1,0
8,55,69,3,41,1,0,0,0
14,59,57,1,35,1,0,0,1
15,38,31,2,12,1,0,0,0
9,41,32,1,28,0,0,0,1
6,46,42,0,24,1,0,1,0
9,48,51,1,17,0,0,1,0
5,60,38,0,15,0,1,1,0
9,39,41,0,21,0,1,0,0
4,65,50,2,28,0,1,0,0
8,48,46,1,23,1,0,1,0
10,65,48,2,31,0,0,0,1
15,65,43,0,12,0,0,0,1
15,52,47,0,24,1,0,1,0
15,41,36,1,25,0,0,0,0
9,41,43,1,19,0,1,0,1
7,55,52,2,11,0,1,1,0
5,26,30,1,28,0,1,0,1
1,45,33,1,18,1,0,0,1
15,57,40,2,39,0,1,1,0
15,40,35,0,11,0,0,0,0
12,53,28,1,27,0,1,0,1
15,53,54,0,32,1,0,0,1
14,55,43,1,25,1,0,1,0
10,46,66,0,18,0,0,0,1
0,56,40,0,15,1,0,1,0
8,60,38,1,21,1,0,1,0
6,52,51,3,28,0,1,0,0
13,51,38,2,25,0,0,0,0
11,60,18,0,1,1,0,0,1
5,56,31,0,9,0,1,1,0
8,53,57,0,25,0,1,0,0
12,58,41,0,39,1,0,1,0
11,48,40,0,10,0,0,0,1
8,32,45,0,13,1,0,0,0
14,44,36,0,15,0,1,0,1
0,65,59,1,5,1,0,0,1
8,43,41,1,20,0,0,0,1
14,56,24,1,11,0,1,0,0
5,53,45,1,7,0,0,0,0
9,59,48,0,10,0,1,0,0
14,47,45,0,25,0,1,1,0
11,49,43,4,9,0,1,1,0
13,65,35,0,19,1,0,1,0
5,56,42,0,8,1,0,1,0
13,50,45,2,40,0,1,1,0
10,41,41,3,39,0,0,1,0
14,65,44,1,30,0,0,1,0
7,47,38,1,32,0,0,0,0
15,50,74,0,31,0,0,0,1
15,54,40,0,36,0,1,0,0
4,58,41,1,29,0,1,0,0
15,43,52,3,18,1,0,0,0
10,63,45,2,37,0,1,0,1
9,52,61,1,31,0,1,0,0
3,65,56,0,18,1,0,0,1
13,58,43,3,29,1,0,1,0
0,59,30,0,13,1,0,0,1
10,43,33,3,20,0,0,1,0
7,50,57,2,38,0,1,0,0
9,63,42,1,27,0,0,0,0
0,57,48,2,2,0,0,1,0
0,58,32,0,3,1,0,0,1
6,63,46,2,14,0,0,0,1
10,44,41,1,38,0,0,0,1
8,53,39,0,11,1,0,0,1
9,53,27,0,13,0,0,1,0
13,53,32,2,29,1,0,1,0
13,59,54,2,24,1,0,1,0
11,51,47,0,32,0,0,1,0
11,44,68,0,31,0,0,1,0
9,48,36,4,19,1,0,1,0
9,55,43,1,25,1,0,0,1
8,31,21,0,17,0,1,1,0
13,55,35,0,20,0,0,0,0
5,65,50,2,28,0,0,1,0
7,52,37,3,31,0,1,1,0
15,51,42,1,11,0,1,0,1
14,43,44,1,17,0,1,0,0
9,40,44,0,22,0,0,0,0
9,64,59,2,36,0,1,0,0
8,52,43,0,29,0,0,1,0
9,47,53,0,22,0,0,1,0
7,45,35,2,11,0,1,1,0
9,39,40,3,23,0,1,1,0
14,46,50,1,32,0,1,0,0
9,32,41,1,15,0,1,0,1
15,45,34,3,29,0,0,0,1
15,54,51,1,29,1,0,0,1
15,50,42,0,28,1,0,0,0
6,49,34,0,4,1,0,0,1
7,48,41,1,7,1,0,1,0
5,47,43,1,6,0,0,0,0
10,36,48,1,24,0,1,0,1
9,60,32,4,24,0,0,0,0
15,48,36,0,28,1,0,0,0
9,65,46,2,24,0,1,0,1
15,49,20,2,27,1,0,0,1
10,23,35,0,20,1,0,1,0
0,28,30,0,2,0,1,0,1
12,40,55,5,30,0,0,0,0
6,46,54,0,14,1,0,0,1
11,65,32,0,21,0,1,0,0
3,37,39,1,11,1,0,1,0
15,60,47,0,22,0,0,0,0
10,65,51,1,26,0,0,0,0
3,49,53,3,14,0,1,1,0
6,24,30,0,22,1,0,0,0
15,43,38,1,28,0,0,0,1
10,53,30,0,19,0,1,0,0
9,57,37,1,21,0,0,1,0
0,40,45,5,19,0,0,1,0
15,64,23,0,16,1,0,1,0
10,56,46,0,35,1,0,0,0
11,43,42,1,14,0,0,0,1
7,46,51,3,12,1,0,0,1
12,40,46,2,22,0,1,0,0
3,50,26,2,13,0,1,0,0
10,55,35,3,28,0,1,1,0
15,43,59,1,37,0,0,1,0
10,44,55,1,22,0,0,0,1
4,48,40,1,18,1,0,0,0
0,50,43,0,24,1,0,1,0
4,53,39,1,25,1,0,0,1
9,32,43,3,18,0,1,0,1
6,50,49,2,33,0,1,0,0
10,44,44,1,20,0,0,1,0
14,55,48,0,29,0,1,0,1
9,40,50,1,21,1,0,1,0
0,53,23,2,10,0,1,1,0
12,46,42,2,31,0,0,1,0
9,44,45,2,22,1,0,0,0
8,53,36,1,10,1,0,0,1
9,43,43,2,25,0,0,0,1
10,47,32,1,22,1,0,0,0
8,50,49,0,25,1,0,0,1
10,36,42,1,11,0,0,1,0
7,54,26,3,17,0,1,0,0
13,55,33,2,14,0,0,0,1
13,35,50,2,22,0,0,0,0
10,38,50,0,16,1,0,0,1
12,46,14,0,19,1,0,0,1
2,52,41,0,11,0,0,1,0
13,60,53,1,19,0,0,0,0
15,32,36,3,29,1,0,0,1
9,50,48,0,18,1,0,1,0
15,49,34,0,42,0,1,0,0
3,56,56,0,15,0,1,1,0
8,62,62,1,27,0,1,0,1
8,65,38,1,20,0,1,1,0
15,51,40,0,20,0,0,1,0
13,55,25,2,20,0,1,0,1
10,55,29,0,24,1,0,0,1
15,61,28,1,23,1,0,0,0
12,65,41,1,39,0,1,0,0
11,65,47,0,16,0,1,1,0
15,45,39,0,34,0,1,1,0
10,55,38,1,30,1,0,1,0
3,65,39,1,15,1,0,0,1
15,47,48,1,24,1,0,0,0
10,55,29,1,25,0,1,0,0
15,61,16,1,25,0,0,0,1
11,44,43,0,17,1,0,1,0
15,57,53,3,18,1,0,0,0
14,38,21,2,33,1,0,0,1
3,51,48,0,16,0,1,0,1
0,56,37,4,14,1,0,0,1
5,45,46,1,22,0,1,0,1
10,35,30,0,26,0,1,0,0
6,42,30,3,33,0,0,0,0
15,38,35,0,21,0,1,0,1
13,51,35,0,37,1,0,1,0
11,36,44,2,35,1,0,0,0
10,65,40,1,15,1,0,0,1
11,47,34,2,18,1,0,0,0
7,44,51,0,20,0,0,0,0
6,53,34,2,22,0,0,0,0
2,49,46,0,7,1,0,0,1
15,40,59,0,32,1,0,1,0
15,65,60,0,22,0,0,1,0
14,34,26,0,12,0,1,0,0
11,43,57,0,17,0,1,0,1
15,38,47,1,33,0,0,0,0
15,49,39,0,24,0,1,1,0
9,57,33,3,38,1,0,0,1
15,54,35,0,22,1,0,0,0
2,51,52,0,15,0,1,1,0
15,61,33,0,22,0,1,0,0
15,43,32,2,36,0,0,0,0
13,35,38,1,10,1,0,0,0
5,44,39,1,12,1,0,1,0
3,42,54,2,18,1,0,0,0
7,44,50,1,20,1,0,1,0
12,64,38,1,30,0,1,1,0
15,65,30,1,29,0,0,0,1
3,53,41,0,17,0,0,0,0
10,41,59,1,18,0,0,1,0
15,28,37,1,14,0,0,1,0
3,55,50,0,20,0,1,0,0
9,65,53,1,25,0,1,0,1
15,62,50,1,35,1,0,1,0
14,55,49,1,15,0,0,0,0
14,22,39,0,20,0,0,0,0
1,60,35,3,21,0,0,0,1
15,65,31,0,38,1,0,1,0
15,35,32,0,20,0,0,1,0
15,63,35,1,38,0,0,0,0
10,54,47,1,27,0,1,1,0
12,54,59,1,28,1,0,1,0
5,53,38,3,5,0,0,1,0
10,56,56,0,10,0,0,1,0
11,52,43,1,17,0,1,0,1
8,41,37,0,30,0,1,1,0
10,48,51,0,16,0,1,1,0
6,57,34,1,28,0,1,0,1
10,50,43,0,2,0,0,1,0
15,45,39,0,11,0,0,0,1
8,55,45,1,6,0,1,1,0
15,45,49,0,15,0,1,0,1
15,19,44,0,26,0,1,0,1
9,53,54,0,24,0,1,1,0
14,55,40,1,19,0,1,0,1
15,50,49,1,20,0,1,0,0
14,28,31,0,42,0,0,0,0
15,31,41,2,14,0,0,0,1
15,57,44,0,17,1,0,0,0
15,38,54,0,23,0,1,0,0
12,49,58,0,5,0,0,0,0
4,52,55,3,26,0,0,1,0
13,56,48,0,31,1,0,1,0
13,58,34,1,28,0,1,0,0
9,51,65,0,16,0,0,1,0
15,48,51,0,23,0,0,0,1
11,53,41,2,34,1,0,0,0
1,44,18,0,17,0,0,1,0
8,62,28,1,31,1,0,0,1
5,53,47,0,13,0,1,1,0
11,47,42,2,27,0,0,0,0
9,64,34,2,36,0,1,1,0
14,49,32,0,45,1,0,1,0
7,37,45,0,5,0,1,0,0
5,62,49,0,27,0,0,0,1
15,37,30,2,5,0,1,0,0
8,44,50,2,19,0,0,0,1
15,45,34,1,16,1,0,1,0
13,59,42,2,14,0,1,0,0
12,49,35,0,10,1,0,0,0
15,44,40,0,17,0,1,1,0
10,55,29,1,32,1,0,0,1
13,51,39,0,21,0,0,1,0
3,65,24,2,18,0,1,0,0
12,51,44,1,27,1,0,0,0
15,55,27,0,12,1,0,0,1
5,50,41,0,24,0,1,1,0
10,64,19,2,32,0,1,0,1
10,45,38,2,14,0,0,0,0
15,52,44,2,26,1,0,1,0
15,59,41,1,19,1,0,1,0
12,41,49,2,42,0,0,0,0
6,37,59,0,18,0,1,1,0
13,47,24,0,4,0,1,1,0
15,47,37,1,25,0,1,0,0
12,50,38,0,20,1,0,0,1
15,60,27,0,19,0,0,1,0
14,28,49,0,11,0,1,0,0
8,51,23,3,29,0,0,0,1
7,47,33,2,9,1,0,1,0
9,65,61,2,29,0,0,0,1
7,51,45,0,24,1,0,0,1
12,59,57,1,29,1,0,1,0
11,52,20,0,22,1,0,0,1
14,60,53,2,29,0,1,1,0
11,47,23,2,20,0,0,0,0
7,38,40,4,20,0,0,0,1
9,48,40,1,28,1,0,0,0
7,31,38,1,17,1,0,0,1
13,49,33,1,13,0,1,0,1
8,34,38,0,24,0,1,0,1
3,62,26,4,18,0,0,0,1
15,31,50,1,23,0,1,1,0
15,48,46,0,25,0,1,0,1
7,44,56,0,8,0,0,1,0
8,65,49,0,24,0,0,0,0
0,45,50,1,4,0,0,0,1
7,55,41,0,14,0,0,0,0
13,57,49,1,28,0,1,0,0
7,59,37,2,20,0,1,0,1
13,50,33,1,21,0,0,1,0
12,53,21,1,3,1,0,1,0
12,31,47,2,26,1,0,0,1
15,57,59,2,24,0,0,1,0
13,60,54,1,39,0,1,1,0
7,46,64,1,21,0,0,1,0
0,37,41,2,15,1,0,0,1
4,45,41,0,19,0,0,0,1
9,48,39,1,29,0,1,0,0
12,47,46,1,30,1,0,1,0
11,62,42,0,25,0,0,0,1
15,65,41,1,19,0,1,1,0
2,52,29,2,25,0,0,1,0
15,30,56,0,12,1,0,1,0
6,45,51,3,28,1,0,0,0
8,45,39,0,27,0,0,1,0
15,65,26,2,20,0,0,1,0
5,53,46,1,16,0,1,1,0
6,56,31,2,14,0,0,0,0
8,45,28,5,34,1,0,0,0
8,37,29,1,25,0,0,1,0
8,49,39,1,32,1,0,1,0
6,50,44,2,22,1,0,0,0
10,44,35,0,25,0,1,1,0
10,47,37,1,19,0,1,1,0
10,48,29,1,20,0,1,0,0
9,57,45,2,17,1,0,0,0
12,65,37,0,19,0,0,1,0
15,36,36,0,21,1,0,0,1
8,53,49,0,12,1,0,1,0
15,65,34,1,23,1,0,0,0
12,57,35,1,21,0,0,0,0
13,59,34,2,39,0,0,1,0
15,60,37,1,26,0,0,0,0
8,34,31,0,12,1,0,0,0
4,40,46,0,13,0,0,0,0
6,49,47,2,30,1,0,1,0
14,29,34,1,34,1,0,0,0
13,36,37,2,24,0,0,1,0
8,58,44,0,18,1,0,0,1
7,63,22,1,18,1,0,1,0
12,41,41,1,17,0,1,1,0
9,42,42,1,26,0,1,0,0
13,49,41,2,24,0,0,0,0
15,54,41,2,18,0,0,1,0
13,52,43,1,17,0,1,0,0
15,65,30,0,26,1,0,1,0
4,44,45,0,20,0,1,0,1
13,65,41,2,18,1,0,0,0
9,60,37,2,25,1,0,1,0
12,55,37,0,35,0,0,0,0
3,54,44,1,12,0,0,1,0
7,42,54,1,29,0,1,0,0
14,58,44,1,29,0,0,0,1
1,51,45,0,18,1,0,0,0
8,62,48,0,29,0,1,0,0
10,47,19,0,26,1,0,1,0
15,57,32,0,34,0,0,0,0
11,28,30,1,30,0,0,0,1
13,55,32,1,11,0,1,0,1
4,48,44,2,9,0,0,0,1
9,53,41,1,21,1,0,0,1
7,57,40,1,21,0,0,0,1
7,42,41,3,22,1,0,0,1
5,63,40,1,20,1,0,0,1
3,49,34,1,36,1,0,0,0
15,44,24,0,20,0,1,0,1
6,50,48,3,17,0,1,0,1
6,18,44,1,12,0,0,0,0
8,51,30,2,20,0,0,1,0
1,49,47,1,17,1,0,0,1
9,65,39,1,42,0,0,1,0
14,41,51,1,33,1,0,1,0
9,47,34,0,35,0,1,1,0
3,33,21,0,16,1,0,0,0
12,56,41,2,22,0,0,0,1
15,45,32,2,19,0,0,0,1
1,65,45,0,0,0,1,1,0
15,48,27,1,16,0,1,0,1
9,39,39,2,37,0,1,1,0
12,53,39,2,25,0,1,0,0
13,40,38,0,4,0,0,1,0
6,58,28,1,19,1,0,0,0
15,60,23,1,31,0,0,0,0
15,41,49,1,30,1,0,1,0
13,49,36,1,19,1,0,0,1
7,62,49,1,22,0,1,0,0
11,59,43,1,25,0,1,0,1
7,49,42,0,18,0,1,0,0
6,53,41,3,16,0,0,1,0
3,42,36,2,12,0,1,0,0
2,58,46,3,10,0,0,0,1
11,45,56,0,18,1,0,0,0
11,28,34,0,3,0,1,0,1
5,47,48,1,28,1,0,1,0
11,60,37,0,0,0,1,0,0
3,59,42,0,22,0,1,1,0
2,62,28,0,5,0,1,0,0
4,54,40,3,22,0,0,0,1
14,51,34,2,18,0,0,0,1
2,52,29,1,19,0,0,1,0
12,65,44,1,30,0,0,0,0
15,45,28,0,14,1,0,0,0
12,63,32,2,22,0,0,1,0
10,59,37,3,24,1,0,0,0
3,55,32,0,16,1,0,1,0
6,31,49,0,24,1,0,0,0
7,44,54,1,13,0,0,0,0
9,49,26,1,15,0,0,0,1
13,49,32,3,27,0,0,0,0
11,39,46,2,11,0,1,0,0
4,26,26,0,9,0,1,0,1
6,46,49,0,10,0,0,0,0
8,48,44,0,22,0,1,0,0
5,64,51,2,18,0,0,0,1
15,53,31,0,27,0,1,1,0
7,42,43,3,39,1,0,0,0
10,56,39,1,14,1,0,1,0
4,54,44,0,10,1,0,0,0
6,59,51,4,18,1,0,1,0
0,33,51,1,12,0,0,1,0
15,50,37,3,27,1,0,0,0
10,41,34,1,21,0,0,0,0
15,42,39,0,28,0,1,0,0
11,59,40,0,26,0,0,1,0
14,52,34,0,24,0,1,0,1
15,50,33,0,27,1,0,0,0
13,51,32,0,27,0,0,0,0
5,40,35,0,29,0,0,1,0
15,44,40,1,14,0,0,1,0
11,65,43,2,24,0,0,1,0
11,44,59,3,26,0,0,0,1
9,45,28,0,32,0,0,0,1
14,25,26,1,17,0,0,1,0
13,61,43,1,18,0,1,1,0
12,62,51,1,4,0,1,0,0
4,52,56,1,15,1,0,0,1
11,46,40,0,0,1,0,0,0
5,41,50,1,19,0,1,0,1
7,56,53,2,12,1,0,1,0
10,45,47,1,17,0,0,0,1
5,52,44,0,31,0,0,0,1
6,48,44,0,12,1,0,0,1
0,54,48,0,20,0,1,0,0
13,65,49,1,38,0,0,1,0
6,37,40,1,15,0,0,0,1
0,54,49,1,18,1,0,0,0
11,56,35,0,10,1,0,0,0
8,51,51,3,31,0,1,0,1
14,65,49,1,37,0,1,1,0
1,56,36,2,21,0,0,1,0
6,49,44,1,16,0,1,0,0
10,51,29,1,25,0,1,0,1
0,36,41,4,22,1,0,0,1
9,43,47,1,20,0,1,1,0
1,65,40,0,12,1,0,0,1
12,65,46,1,24,1,0,1,0
0,45,43,2,21,1,0,0,1
13,44,32,1,35,0,1,0,1
5,42,49,0,12,0,1,0,1
15,57,21,2,18,0,0,0,0
13,42,42,0,26,0,0,0,0
12,53,37,1,11,0,0,1,0
7,43,27,6,21,1,0,0,0
10,63,45,3,35,0,1,1,0
8,41,47,1,4,0,0,1,0
9,61,54,2,28,0,1,0,0
3,48,47,1,4,0,1,1,0
15,58,48,1,20,0,1,0,1
5,65,34,0,7,0,1,0,1
15,45,48,0,44,1,0,0,0
12,59,57,0,17,0,1,0,1
12,59,45,1,36,0,1,1,0
12,44,37,3,9,0,0,0,1
4,45,50,0,14,0,0,0,0
11,54,62,0,47,0,1,0,0
15,36,44,2,33,0,1,0,1
12,49,29,0,19,0,1,1,0
0,47,48,1,9,1,0,1,0
9,51,28,0,29,0,1,0,0
12,42,46,1,24,0,1,1,0
12,62,44,0,25,0,1,1,0
7,37,34,1,15,0,1,0,1
9,59,52,2,30,1,0,0,1
0,44,46,1,3,0,0,0,1
14,48,38,1,37,0,0,1,0
6,53,38,3,28,0,0,1,0
6,45,53,1,11,1,0,0,0
8,54,27,1,16,0,0,0,0
0,56,48,1,17,0,1,0,1
7,55,29,3,11,0,1,0,1
8,48,35,1,11,0,0,0,1
15,60,32,0,20,1,0,0,1
10,50,52,1,25,0,1,0,0
15,46,47,2,28,0,0,1,0
3,55,41,0,26,1,0,1,0
13,65,39,2,29,1,0,0,1
8,54,47,0,25,1,0,0,0
6,54,38,1,28,0,0,0,1
8,43,30,0,23,0,1,1,0
4,39,26,0,0,0,0,1,0
11,51,51,2,24,1,0,0,0
3,56,31,1,0,0,1,1,0
13,43,37,1,21,0,0,0,0
14,44,49,1,25,1,0,0,1
7,53,45,1,9,0,0,0,1
10,51,43,1,15,0,1,0,0
2,32,46,0,14,1,0,0,0
9,62,40,0,27,0,0,1,0
5,48,53,1,25,1,0,1,0
5,58,28,3,8,0,1,0,0
15,65,48,1,14,0,0,0,1
7,44,28,0,16,0,1,1,0
14,49,44,1,11,0,1,0,0
15,47,11,0,32,0,1,0,0
11,51,44,1,36,0,1,1,0
14,47,40,0,25,1,0,0,0
1,47,38,0,26,0,0,0,1
9,31,36,1,17,0,1,0,0
4,48,41,0,30,0,1,0,1
15,55,27,1,14,1,0,0,1
5,51,45,0,13,0,0,1,0
2,47,38,0,17,1,0,0,1
8,49,55,0,20,1,0,1,0
12,40,54,2,18,0,1,0,0
2,55,54,1,21,0,0,1,0
11,42,43,1,10,0,0,0,0
15,31,50,2,15,1,0,0,1
11,56,47,1,22,0,0,1,0
12,55,40,1,9,0,1,1,0
11,59,32,2,28,1,0,0,1
4,41,37,1,23,0,1,1,0
8,57,54,0,23,0,0,0,0
10,47,39,0,18,0,0,1,0
0,46,42,0,11,0,0,1,0
7,51,35,2,24,0,1,0,1
10,61,37,1,19,0,1,0,1
11,61,40,1,24,1,0,0,1
10,47,44,0,23,0,1,1,0
10,46,24,0,19,1,0,0,0
8,56,39,2,23,1,0,0,0
6,63,35,2,18,0,0,1,0
8,50,50,2,22,0,1,0,1
11,65,45,2,23,1,0,0,1
11,58,35,1,24,0,0,0,1
8,65,50,1,39,0,1,0,1
13,43,36,1,12,0,1,0,0
11,52,41,3,26,0,1,0,0
0,43,35,2,25,0,0,1,0
3,61,45,0,8,0,1,0,0
7,44,31,1,16,0,1,0,1
10,35,48,0,6,0,1,0,1
5,55,48,1,18,0,1,0,1
12,43,41,0,18,1,0,1,0
15,45,28,2,8,0,0,0,0
3,53,55,1,20,0,1,1,0
7,65,54,2,19,1,0,0,0
14,47,39,0,16,1,0,0,1
15,42,39,0,17,0,1,1,0
2,22,37,0,14,0,0,0,0
15,38,39,0,5,0,1,0,1
5,28,46,1,9,1,0,1,0
11,40,28,0,17,0,1,0,0
8,65,47,0,30,0,1,0,0
15,31,33,1,24,1,0,0,1
9,52,23,1,20,0,1,0,0
0,46,49,1,12,1,0,1,0
15,56,17,0,15,0,0,0,1
7,49,48,1,14,0,1,0,0
9,39,44,1,17,0,0,1,0
15,63,41,0,9,0,0,1,0
4,41,51,1,18,0,0,1,0
14,49,48,0,27,1,0,0,1
4,40,36,3,17,0,1,0,0
9,62,48,1,19,1,0,0,1
15,65,62,0,42,0,0,1,0
6,50,55,1,20,1,0,1,0
9,51,39,1,34,0,1,1,0
8,61,39,0,16,0,0,1,0
4,49,47,0,18,0,0,1,0
15,53,44,2,21,0,1,0,1
11,54,44,2,38,1,0,0,0
4,61,34,0,18,0,0,0,1
5,52,44,2,24,0,0,0,0
12,65,51,1,28,0,1,1,0
14,48,51,0,14,1,0,1,0
7,65,29,0,24,0,1,0,0
11,65,54,1,30,0,0,1,0
15,49,49,1,25,1,0,1,0
10,50,42,1,30,0,0,0,1
10,46,39,0,30,0,0,0,1
7,39,29,2,16,1,0,1,0
14,60,49,1,19,0,1,1,0
15,44,53,1,12,0,0,1,0
10,38,47,1,10,1,0,0,0
12,56,35,2,28,0,1,1,0
13,43,55,0,3,1,0,0,0
2,46,43,1,7,0,1,0,1
13,58,60,1,21,0,0,0,0
13,54,35,2,32,0,0,1,0
9,54,47,2,31,0,1,0,1
12,58,34,0,19,0,1,0,1
11,50,30,1,24,0,1,1,0
12,57,25,1,29,1,0,0,1
7,62,44,0,16,1,0,1,0
2,56,19,1,25,1,0,1,0
15,54,40,1,28,1,0,0,0
14,59,47,0,35,0,0,0,0
13,53,42,1,22,1,0,0,0
8,36,27,0,23,0,1,1,0
0,56,55,0,11,0,1,0,1
13,53,51,0,31,0,1,0,0
3,47,45,1,25,0,0,0,0
5,58,45,2,26,0,1,1,0
15,47,45,0,22,1,0,0,1
6,41,55,1,12,1,0,0,1
12,50,43,1,36,0,0,0,1
11,38,41,0,23,0,1,1,0
9,65,25,0,15,0,1,1,0
15,44,35,1,21,1,0,0,0
15,65,51,2,26,0,0,0,0
7,31,44,0,7,0,1,1,0
5,54,43,1,14,0,0,0,1
8,49,35,0,6,0,0,1,0
5,40,40,3,0,0,0,0,1
11,59,23,1,22,0,1,0,0
13,62,39,1,37,0,1,0,1
9,44,60,0,24,0,1,0,0
8,37,46,0,13,0,0,0,0
11,49,26,2,14,0,1,0,1
0,45,50,1,25,0,1,1,0
15,25,28,0,26,0,1,0,0
13,47,19,1,22,0,0,0,1
4,51,29,1,12,0,0,0,0
14,44,34,2,33,0,0,1,0
14,55,38,0,23,0,1,1,0
4,58,41,1,27,1,0,0,1
9,60,27,5,26,0,1,1,0
8,51,50,1,22,0,0,0,0
15,39,28,2,13,0,0,0,1
15,65,37,1,22,1,0,0,1
11,56,31,0,40,1,0,0,1
3,51,28,3,18,0,1,0,0
11,45,41,0,11,1,0,0,1
11,65,35,2,34,0,0,0,0
12,52,24,1,12,0,1,0,1
7,54,40,0,25,1,0,0,0
4,56,47,1,18,0,0,1,0
9,48,46,3,22,0,1,1,0
7,63,16,3,31,0,0,0,1
4,44,29,1,18,1,0,0,1
8,43,59,2,34,0,0,1,0
4,55,36,0,12,0,1,0,1
12,60,31,0,20,0,0,1,0
15,50,55,1,26,1,0,0,0
7,39,55,2,19,0,1,1,0
4,52,43,1,31,0,0,1,0
13,43,53,1,15,1,0,0,1
8,54,45,2,28,1,0,0,0
15,52,26,1,25,1,0,0,0
10,58,30,2,18,0,0,1,0
15,45,22,0,28,0,0,1,0
12,31,40,0,23,0,0,0,1
4,41,46,3,20,0,0,0,1
13,42,25,0,7,0,1,1,0
2,46,42,2,28,0,0,1,0
14,54,38,2,31,0,0,0,1
8,62,36,2,25,0,0,1,0
13,52,29,0,34,1,0,1,0
4,63,39,2,7,0,0,1,0
0,46,29,0,10,0,0,0,1
15,55,50,3,28,1,0,0,1
15,55,31,0,28,0,0,0,0
13,49,28,1,23,1,0,1,0
3,45,45,0,21,0,0,0,1
11,49,48,0,31,0,1,0,1
8,51,52,0,20,1,0,1,0
6,51,55,1,18,0,0,0,1
14,40,44,2,17,1,0,1,0
15,59,44,1,27,1,0,1,0
11,54,42,1,13,0,1,1,0
15,57,39,1,30,0,1,1,0
13,44,43,2,28,0,0,0,0
15,47,66,2,23,0,0,1,0
2,45,31,4,22,0,0,0,0
14,47,34,0,20,1,0,1,0
13,50,46,2,29,0,0,0,0
9,44,28,1,15,1,0,1,0
14,64,49,1,17,0,0,1,0
7,50,38,3,16,0,1,1,0
2,51,38,1,19,1,0,0,1
6,61,47,1,18,1,0,0,0
15,53,55,0,18,0,0,0,0
8,37,56,1,29,1,0,1,0
15,62,30,0,24,0,1,0,1
5,62,34,0,26,0,0,1,0
12,59,42,1,20,1,0,1,0
15,56,48,0,17,0,0,1,0
13,55,59,1,18,0,1,0,0
15,52,44,1,26,0,1,0,1
15,64,47,0,36,1,0,1,0
4,35,51,2,8,0,0,0,0
4,40,15,0,14,0,0,0,1
9,52,57,1,25,0,0,0,1
13,56,36,1,23,1,0,0,0
10,56,33,0,24,0,1,0,1
14,53,31,0,21,1,0,1,0
12,57,40,0,33,0,0,0,1
10,49,45,0,21,0,0,1,0
14,61,33,1,45,0,1,0,1
15,49,31,3,35,1,0,1,0
7,64,43,2,26,0,1,0,0
7,49,57,2,18,0,0,0,1
9,47,42,2,36,0,0,0,0
14,56,36,1,30,0,1,1,0
8,47,34,2,36,1,0,0,0
10,48,25,1,14,0,1,1,0
15,49,35,0,17,0,0,0,1
15,45,41,0,36,0,1,1,0
11,65,42,1,23,0,0,0,0
9,54,27,0,17,1,0,0,0
13,46,22,0,11,1,0,0,1
15,54,47,0,46,1,0,0,0
3,34,45,0,17,0,0,1,0
4,34,51,0,11,0,1,1,0
9,61,35,0,23,0,0,0,0
15,42,33,2,14,0,0,0,0
13,39,24,0,14,1,0,1,0
7,59,28,2,27,1,0,0,0
12,59,19,1,30,0,0,1,0
11,52,25,0,31,1,0,0,1
7,41,32,0,21,0,1,0,0
15,65,39,1,36,0,1,0,1
10,62,37,0,32,0,1,0,1
15,53,11,0,25,0,0,0,1
2,34,49,1,9,0,0,0,1
10,47,39,0,19,0,1,0,0
12,50,28,2,31,0,0,0,1
14,53,40,2,37,0,0,0,1
6,50,22,2,35,1,0,1,0
9,47,29,2,24,0,0,1,0
9,54,43,1,14,0,0,1,0
12,35,36,2,31,0,0,1,0
10,37,34,0,18,1,0,0,1
5,48,49,1,17,0,1,0,0
10,51,50,0,10,0,1,0,0
10,37,43,0,22,0,1,0,0
15,34,50,0,25,0,1,1,0
4,22,35,4,9,0,1,1,0
14,44,52,0,8,0,1,1,0
11,44,61,0,23,0,1,0,1
15,43,34,0,15,0,0,0,0
8,32,47,3,17,0,1,0,0
13,55,20,0,13,0,0,1,0
4,65,54,1,13,1,0,1,0
10,56,41,2,34,1,0,0,0
6,45,32,0,13,0,1,0,1
15,53,39,0,20,0,0,0,0
15,47,29,1,19,1,0,1,0
10,32,45,0,26,0,1,0,0
10,54,30,3,26,1,0,0,0
14,46,40,0,13,1,0,1,0
12,45,16,1,24,1,0,1,0
15,61,29,3,28,0,1,0,0
15,42,38,3,28,0,1,0,1
7,31,11,1,7,0,1,0,1
15,50,47,2,30,0,0,0,0
15,46,30,1,20,0,1,0,1
6,47,46,0,20,1,0,0,1
2,65,34,3,21,0,1,0,0
1,50,51,1,24,0,0,0,0
10,51,42,0,31,0,1,0,1
14,53,38,1,31,0,1,1,0
14,47,34,0,21,0,1,0,1
15,54,43,1,38,0,0,1,0
10,57,46,3,13,0,1,0,0
